topic,batch,topicsperbatch,endbreak,keywords,vol
253,13,20,4124,#qanda|talk|elect|serio|debat|massiv|lnp|forc|disc|cost,502
254,13,20,4470,remov|repo|refer|soviet|strip|excl|lead|concern|#abcam|dept,346
255,13,20,4616,scienc|#greatbarrierreef|#reefgat|disg|scr|edit|complet|abdic|respons|repo,146
256,13,20,4704,intervent|scr|late|catastroph|repo|ope|govern|#actonclim|till|comprehens,88
257,13,20,4786,intervent|scr|govern|repo|deinal|worri|write|pathet|#nope|top,82
258,13,20,4829,scr|repo|govern|spread|intervent|contempt|nyt|stench|coward|led,43
259,13,20,4922,live|contrib|claim|expo|joyc|vir|ceas|childhood|dep|ref,93
260,13,20,4999,repo|thing|bare|fallen|silent|top|three|#treas|incred|gay,77
261,14,20,132,agenda|secret|reveal|tape|disc|problem|blame|#storifi|#describethecoalit|post,132
262,14,20,382,polit|labor|tackl|danger|posit|marriag|denier|expend|blood|bed,250
263,14,20,558,scientist|warn|make|slow|threat|conveyor|abr|atlant|work|ocean,176
264,14,20,812,repo|govern|censor|mention|scr|remov|affect|admit|greg|intervent,254
265,14,20,988,cover|forest|fear|kakad|tasmania|#tasmania|chanc|week|tasmanian|hit,176
266,14,20,1200,risk|dark|homeown|threaten|bank|home|coastal|cost|set|val,212
267,14,20,1526,polici|#thedr|tweet|emiss|hot|love|lesley|air|friend|#croz,326
268,14,20,1644,save|watch|fossil|anemonefish|spiral|million|respons|sydney|displac|evid,118
269,14,20,1995,great|reef|barrier|bleach|coral|elev|iss|denier|expos|dead,351
270,14,20,2241,talk|pai|plan|time|liber|end|energi|challeng|enorm|clean,246
271,14,20,2474,malcolm|happen|one|bill|shoen|implement|lect|deakin|abbott|toni,233
272,14,20,2751,#insid|elect|iss|serio|vote|ignor|hope|impo|#mediafail|major,277
273,14,20,3309,#leadersdeb|stand|pari|present|worst|#fossilf|toni|high|paid|leader,558
274,14,20,3561,#csiro|research|chang|sack|big|#qldpol|def|#scienc|today|absol,252
275,14,20,3714,coal|address|red|expo|mine|approv|proper|stop|major|big,153
276,14,20,3979,new|#gbr|lead|peopl|thank|protect|latest|effect|#environ|care,265
277,14,20,4198,world|#qanda|#reefgat|kill|green|heritag|power|nat|legisl|sector,219
278,14,20,4504,need|act|now|real|believ|show|deni|year|renew|wait,306
279,14,20,4813,action|scienc|commit|job|good|csiro|contin|accept|system|morn,309
280,14,20,4998,#greatbarrierreef|govt|prod|#coal|nsw|concern|del|goal|amid|#lnp,185
281,15,20,49,rememb|island|tho|nobel|poignant|sherwood|#tonyabbott|#narrabeen|strategi|tire,49
282,15,20,361,action|back|carbon|world|price|#votecompass|poll|heritag|tax|#thedr,312
283,15,20,690,sea|weather|rise|level|event|extrem|coastal|disc|increas|eros,329
284,15,20,922,good|candid|love|hot|stori|air|friend|tilt|tweet|liber,232
285,15,20,1265,great|iss|#scienc|#climateact|barrier|deal|fossil|polit|cost|compani,343
286,15,20,1542,plan|now|believ|big|renew|economi|energi|invest|csiro|feder,277
287,15,20,1874,vote|need|elect|lnp|deni|address|voter|nat|care|media,332
288,15,20,2039,act|lead|pai|state|stand|differ|wash|spot|migrat|french,165
289,15,20,2114,home|threaten|island|warringah|doorknock|swallow|perfect|tho|anemonefish|moon,75
290,15,20,2434,scientist|save|bleach|right|coral|disast|fight|gener|happen|reef,320
291,15,20,2660,tho|rememb|island|home|initi|deadlin|fellowship|tom|roflmao|biographi,226
292,15,20,2979,peopl|biggest|record|threat|latest|propei|respons|send|planet|sceptic,319
293,15,20,3497,coal|make|new|#qanda|chang|one|risk|serio|scienc|mine,518
294,15,20,3609,coast|east|sad|ironi|marker|dissapear|common|link|occ|intens,112
295,15,20,3663,home|hope|lose|waterfront|swim|notic|malcolm|val|mike|owner,54
296,15,20,3915,#greatbarrierreef|polici|malcolm|#lnp|#coal|resili|prior|staghorn|thicket|capt,252
297,15,20,4149,storm|barnabi|joyc|mention|remind|minist|role|wild|toni|dep,234
298,15,20,4458,time|#sydneystorm|top|real|#eastcoastlow|sta|stop|folk|thing|research,309
299,15,20,4618,sydney|thank|life|cooge|play|man|king|decad|next|amber,160
300,15,20,4999,impact|talk|year|show|ind|ralli|tamwoh|wine|eah|#wine,381
301,16,20,210,world|#greatbarrierreef|caoon|#qldpol|pay|#sydneystorm|greg|sydney|advis|denialist,210
302,16,20,464,polici|believ|pai|nat|live|labor|call|stand|abbott|worst,254
303,16,20,712,now|year|sea|made|arg|record|wors|collaroy|effect|rise,248
304,16,20,1032,reef|great|barrier|work|view|save|coral|destroy|conf|greg,320
305,16,20,1324,need|stori|voter|ref|scienc|care|alp|thank|evid|latest,292
306,16,20,1585,plan|carbon|stop|talk|#gbr|fight|back|impo|money|tax,261
307,16,20,1859,make|repo|#climateact|show|govern|stone|govt|find|breakthro|vic,274
308,16,20,2031,coal|gro|biggest|dozen|compani|read|graham|readfearn|mine|peabodi,172
309,16,20,2235,elect|candid|nohern|remind|key|marriag|polit|river|right|member,204
310,16,20,2470,warn|disast|news|vote|risk|malcolm|denial|top|#scienc|respons,235
311,16,20,2665,#qanda|#climatefizza|agenda|deal|disconnect|disappoint|goodby|kiss|prosper|repeat,195
312,16,20,2965,happen|peopl|iss|renew|one|good|energi|big|project|oppo,300
313,16,20,3234,action|real|decis|#springst|peril|john|demand|term|sho|hewson,269
314,16,20,3553,flood|denier|weather|event|forget|ins|bad|hit|pari|blame,319
315,16,20,3810,scientist|threat|tackl|first|csiro|claim|coastal|answer|predict|health,257
316,16,20,4045,storm|shoen|bill|address|chang|advoc|whistleblow|indigen|role|damag,235
317,16,20,4272,ignor|impact|act|tilt|minist|half|reveal|angl|poll|#iag,227
318,16,20,4493,time|lnp|sta|serio|water|poll|billion|face|#actonclim|campaign,221
319,16,20,4749,new|#coal|protect|open|larger|dredg|#greatbarrierreef|#environ|#renew|#lnp,256
320,16,20,4996,victoria|home|lead|nation|agre|emiss|tho|island|rememb|#thori,247
321,17,20,342,impact|threat|nation|health|obama|act|eah|today|planet|#environ,342
322,17,20,704,pai|polici|#leadersdeb|lead|commit|liber|scienc|believ|major|thank,362
323,17,20,924,plan|fossil|billboard|complain|#thori|extrem|disappoint|bank|sass|heat,220
324,17,20,1235,action|flood|now|demand|carbon|farmer|farm|tasmanian|pledg|fake,311
325,17,20,1502,tackl|coal|biggest|#coal|gro|dozen|compani|coral|#lnp|#csg,267
326,17,20,1832,peopl|world|kill|polit|#greatbarrierreef|govt|pay|back|happen|worri,330
327,17,20,2055,scientist|emerg|record|show|warn|shatter|set|temperat|seven|month,223
328,17,20,2441,need|energi|talk|renew|care|environ|address|gener|open|right,386
329,17,20,2639,first|mammal|wipe|speci|#polit|primarili|#andsoitbegin|trigger|#stopthinkvot|drown,198
330,17,20,2783,speci|wipe|mammal|case|play|anthropogen|tip|hawksbil|nativ|endem,144
331,17,20,2953,extinct|rodent|made|mammal|declar|#extinct|brambl|cay|claim|first,170
332,17,20,3229,reef|great|barrier|labor|year|one|save|big|repo|#climateact,276
333,17,20,3406,read|live|join|next|link|ralli|wentwoh|dire|recip|nino,177
334,17,20,3657,good|fight|economi|face|rise|voter|leader|thing|recent|realiti,251
335,17,20,3890,elect|women|prioriti|barnabi|increas|hill|tree|box|agreement|blame,233
336,17,20,3980,first|#climatefizza|ind|research|hit|million|idiot|warm|driven|confirm,90
337,17,20,4374,time|new|serio|iss|make|fail|ref|#insid|social|weather,394
338,17,20,4445,mammal|wipe|first|speci|rat|kid|enviro|endem|law|drown,71
339,17,20,4654,real|malcolm|stop|denier|tax|bloodi|govern|ignor|commit|shoen,209
340,17,20,4998,#qanda|vote|lnp|marriag|coalit|chang|abbott|rep|met|asyl,344
341,18,20,13,hewson|john|#sackh|page|sore|mal|sarah|pick|disgrac|#land,13
342,18,20,187,iss|bay|impo|domin|increas|hewson|eleph|top|john|drive,174
343,18,20,248,john|hewson|former|#lnpfail|poor|stabil|skip|qld|#agoz|#nonewco,61
344,18,20,334,acc|coalit|disgrac|nation|john|hewson|#coalit|malcom|listen|#taxcarbon,86
345,18,20,483,#climatefizza|ralli|fail|left|hewson|ahead|day|john|lib|#lnpexit,149
346,18,20,935,inact|good|impact|health|big|polit|#qanda|lead|klein|convict,452
347,18,20,1424,great|reef|make|barrier|coral|million|thank|stop|#brexit|chang,489
348,18,20,1836,elect|need|pai|polici|mention|show|agenda|word|renew|address,412
349,18,20,2010,strong|poll|find|level|highest|action|rise|lack|point|open,174
350,18,20,2510,action|call|promin|choic|stronger|gather|demand|sizabl|crowd|letter,500
351,18,20,2780,marriag|one|thing|right|consist|tilt|fake|#fizza|kid|nbn,270
352,18,20,3232,peopl|malcolm|vote|labor|elector|believ|#reasonsnottovoteliber|wentwoh|march|deal,452
353,18,20,3267,nation|disgrac|john|coalit|top|hewson|describ|acc|lnp|#taxcarbon,35
354,18,20,3294,hewson|disgrac|john|coalit|acc|nation|#fib|recognis|denier|shd,27
355,18,20,3640,world|scientist|coal|plan|fight|#thedr|record|environ|citi|mine,346
356,18,20,3971,acc|coalit|disgrac|hewson|nation|john|#lnpfail|top|dream|lenor,331
357,18,20,4255,real|time|liber|leader|#climateact|bipaisan|#renew|brexit|next|led,284
358,18,20,4628,now|act|voter|extinct|first|mammal|scienc|#poll|made|ignor,373
359,18,20,4649,coalit|nation|disgrac|hewson|john|acc|note|woh|#lnpfail|devt,21
360,18,20,4998,new|tackl|talk|job|serio|weather|heat|ind|eah|govern,349
361,19,20,250,scientist|#climateact|lost|late|mammal|save|captiv|breed|blame|conserv,250
362,19,20,654,action|win|stand|sell|mal|choic|csiro|prioritis|pissweak|ref,404
363,19,20,889,new|denial|malcolm|senat|bodi|robe|qld|galileo|leader|one,235
364,19,20,1296,world|serio|plan|impact|good|right|scientif|meet|lead|govt,407
365,19,20,1479,labor|local|#renew|gov|pay|stand|forward|gay|fair|malcolm,183
366,19,20,1596,nation|hewson|john|coalit|leader|disgrac|acc|#thedr|campaign|scandal,117
367,19,20,1889,real|make|hanson|time|back|job|protect|give|commiss|liber,293
368,19,20,2298,iss|#qanda|tackl|talk|effect|reveal|cha|five|environment|econom,409
369,19,20,2365,mention|address|#npc|minist|prime|long|foc|climatechang|#griffithvot|galleri,67
370,19,20,2649,big|renew|deal|#green|project|answer|sign|lend|rise|tax,284
371,19,20,2957,vote|lnp|deni|fight|kid|ref|reason|mine|today|camp,308
372,19,20,3138,leadership|lack|red|hot|tragic|cold|scare|attent|weakl|pianist,181
373,19,20,3322,posit|switch|voter|believ|emiss|man|comm|ssm|incens|target,184
374,19,20,3499,pai|stop|care|#greatbarrierreef|marriag|major|treatment|work|malcolm|wentwoh,177
375,19,20,3727,nbn|press|one|mention|channel|agil|#feelthebern|#imwithy|#imwithh|christoph,228
376,19,20,3955,polici|#lnp|govern|denier|offer|proper|royal|bank|differ|dont,228
377,19,20,4249,peopl|thank|contin|thing|head|ignor|level|foolishli|activist|battl,294
378,19,20,4333,tilt|one|angl|#iag|read|#amread|#intrig|#ag|abbott|bogan,84
379,19,20,4822,need|act|now|danger|year|great|avoid|scienc|call|face,489
380,19,20,5000,elect|green|creat|explain|video|renew|andrew|centrepiec|daniel|day,178
381,20,20,279,tackl|record|thing|deni|interest|ice|#actonclim|hottest|#mavenviro|straight,279
382,20,20,536,forest|impact|kelp|destroy|thank|latest|ocean|western|vital|complet,257
383,20,20,786,make|polici|labor|disc|creat|andrew|daniel|centrepiec|work|meteorologist,250
384,20,20,1068,new|deal|forc|matilda|york|back|environ|secretari|sit|sensit,282
385,20,20,1288,time|elect|ind|fossil|risk|lose|hot|trillion|combat|#fossilf,220
386,20,20,1556,kill|first|nation|agre|depa|theresa|right|extinct|marriag|made,268
387,20,20,1826,need|vote|act|pai|women|live|gov|call|talk|ignor,270
388,20,20,2085,coal|long|#climateact|clean|#renew|#coal|lake|prof|bolivia|reason,259
389,20,20,2382,mangrov|massiv|die|link|nohern|worst|death|mass|reveal|hectar,297
390,20,20,2580,world|believ|fish|qld|former|shop|chip|hanson|break|#onen,198
391,20,20,2760,year|good|evid|farmer|govern|cost|point|pali|poll|sign,180
392,20,20,3034,rise|warn|denial|citi|chang|clo|#scienc|advis|food|concern,274
393,20,20,3334,action|#webofdeni|effect|meet|carbon|polit|senat|malcolm|#qanda|domino,300
394,20,20,3577,big|iss|real|tilt|stori|serio|left|admit|ineq|col,243
395,20,20,3742,great|energi|renew|victoria|race|wale|barrier|new|cope|britain,165
396,20,20,4040,scienc|peopl|fight|stop|million|face|impo|leader|empir|liber,298
397,20,20,4236,scientist|heatwav|blame|death|sea|marin|slash|word|singl|spark,196
398,20,20,4503,now|one|#environ|threat|eah|read|show|land|shift|biggest,267
399,20,20,4672,denier|threaten|danger|power|#greatbarrierreef|state|swamp|close|#adapt|list,169
400,20,20,4997,water|news|bad|adapt|save|weather|affect|claim|temperat|red,325
401,21,20,202,theresa|depa|kill|elimin|axe|first|plain|move|#energi|deepli,202
402,21,20,514,new|minist|reso|appoint|meet|beyond|convinc|shadow|newli|excit,312
403,21,20,717,one|great|reef|right|barrier|denial|protect|machin|read|wing,203
404,21,20,907,govern|state|serio|lead|#parisagr|forc|head|ratifi|worri|enter,190
405,21,20,1177,record|deni|temperat|contin|year|hottest|heat|month|break|evid,270
406,21,20,1421,need|scientist|#qanda|hanson|biggest|csiro|sack|leadership|#thedr|polit,244
407,21,20,1655,fossil|carbon|pander|today|stay|destroy|homophobia|jingoism|winter|show,234
408,21,20,1895,energi|coal|polici|thing|renew|bad|effo|ind|claim|clean,240
409,21,20,2150,world|weather|call|back|event|half|degre|land|fox|level,255
410,21,20,2380,canavan|impact|matthew|matt|find|vote|adani|speech|#qldpol|read,230
411,21,20,2634,action|effect|thank|commit|latest|pai|peng|solar|pledg|antaica,254
412,21,20,2872,debat|blame|prod|price|electr|repo|hike|sad|dismal|toni,238
413,21,20,3214,real|believ|peopl|good|talk|big|ignor|iss|deal|eah,342
414,21,20,3410,environ|denier|care|lnp|pofolio|happen|#resh|cent|rapid|#sealevelris,196
415,21,20,3678,cost|hot|#coal|trillion|#environ|act|work|#actonclim|#renew|#solar,268
416,21,20,3934,stop|ice|chang|sea|arctic|rise|research|danger|hit|end,256
417,21,20,4107,nation|risk|affect|respond|coalit|john|#climatehealthstrategi|increas|hewson|pacif,173
418,21,20,4439,scienc|make|#thedr|govt|plan|ocean|close|planet|politician|feel,332
419,21,20,4686,health|threat|time|major|address|#terror|check|challeng|face|#health,247
420,21,20,5000,now|day|tree|plant|million|forest|combat|india|readi|conserv,314
421,22,20,361,time|action|repo|iss|research|hot|#climateact|accept|cost|#environ,361
422,22,20,664,need|talk|#renew|#coal|energi|happen|renew|good|leader|#qldpol,303
423,22,20,862,real|believ|china|point|govt|contrib|peak|#demsinphilli|hail|battl,198
424,22,20,1187,scientist|world|impact|link|claim|poll|temperat|prod|warn|hope,325
425,22,20,1536,anthrax|predict|ocean|arctic|trigger|acc|model|dozen|sicken|john,349
426,22,20,1859,great|year|data|water|gro|effect|reef|work|big|crisi,323
427,22,20,2045,now|govern|nat|agenc|strong|plot|ins|jewish|banker|decis,186
428,22,20,2322,right|made|carbon|face|pay|corpor|show|challeng|problem|respons,277
429,22,20,2503,record|play|environment|shatter|hit|#heatwav|amidst|clo|amid|move,181
430,22,20,2772,risk|increas|news|health|jame|threaten|disast|prevent|reindeer|#actonclim,269
431,22,20,2927,tilt|read|today|stori|angl|#iag|speak|excit|aicl|#malcolmrobe,155
432,22,20,3105,coal|deni|ind|elect|former|senat|member|exec|horrifi|#scienc,178
433,22,20,3419,scienc|csiro|job|foc|#csiro|minist|revers|damag|back|order,314
434,22,20,3615,denier|latest|thank|worri|forest|crazi|hand|weapon|histori|win,196
435,22,20,3862,one|nation|senat|corr|chang|conspiraci|view|aim|middl|east,247
436,22,20,4106,malcolm|robe|evid|lie|believ|vow|empir|halt|ridic|piec,244
437,22,20,4294,peopl|state|save|scientif|basic|org|indigen|congress|letter|deal,188
438,22,20,4513,make|eah|red|find|abil|absorb|frozen|heat|wave|clear,219
439,22,20,4707,new|polici|adapt|idea|#mangrov|nohern|aerial|footag|hold|png,194
440,22,20,4998,#qanda|fight|stop|wors|pai|effo|interest|mine|famer|disc,291
441,23,20,262,denial|fact|first|find|#coal|stori|made|#renew|bolt|andrew,262
442,23,20,544,open|ceremoni|olymp|rio|brazil|watch|front|messag|segment|electr,282
443,23,20,744,comm|impact|repo|prof|frontlin|set|flanneri|game|live|region,200
444,23,20,1052,good|action|work|energi|wast|cold|ice|greenland|tackl|back,308
445,23,20,1278,carbon|heat|east|middl|hellish|epic|speech|free|damag|increas,226
446,23,20,1663,#openingceremoni|lect|disc|abt|#olymp|love|drink|messag|poll|brazil,385
447,23,20,1968,one|senat|nation|believ|ridic|lie|elect|former|send|vow,305
448,23,20,2067,demand|mislead|robe|malcolm|sceptic|empir|#onen|#climatechangeisr|memor|respons,99
449,23,20,2252,make|#insid|statement|red|realiti|abc|bold|yep|made|save,185
450,23,20,2459,denier|polit|conspiraci|hanson|call|discipl|learn|jewish|data|#latelin,207
451,23,20,2736,scientist|real|reject|warn|#climateact|spread|nat|target|convinc|expe,277
452,23,20,2970,world|#malcolmrobe|govern|miss|home|effect|move|key|news|end,234
453,23,20,3375,new|scienc|talk|predict|year|chang|hit|csiro|minist|eah,405
454,23,20,3516,ref|kid|leav|bar|rot|pariah|nation|#factcheck|assist|develop,141
455,23,20,3816,malcolm|robe|proof|send|man|smoke|asbesto|safe|wrong|bbc,300
456,23,20,4140,peopl|rise|deni|sea|health|level|ocean|research|foc|temperat,324
457,23,20,4347,great|thank|power|farmer|latest|claim|challeng|lead|sceptic|shown,207
458,23,20,4631,need|now|threat|adapt|threaten|biggest|face|combat|agric|right,284
459,23,20,4732,evid|empir|emerg|direct|activ|affect|acknowledg|diseas|gov|anthropogen,101
460,23,20,4999,time|stop|play|serio|act|#scienc|point|record|hot|extrem,267
461,24,20,248,evid|empir|denial|#malcolmrobe|face|bring|#onen|bellow|contrari|demand,248
462,24,20,355,#qanda|polici|inform|asyl|seeker|disc|miss|#briancox|interest|proof,107
463,24,20,683,denier|time|ind|astrophysicist|twitter|respond|flood|back|flat|reef,328
464,24,20,925,blown|target|danc|marin|eah|weightlift|highlight|move|kiribati|extend,242
465,24,20,1130,#qanda|csiro|#scienc|affect|readi|minist|week|temperat|retweet|tonight,205
466,24,20,1506,#qanda|great|#natsciwk|planet|air|denialist|ins|convers|barrier|adapt,376
467,24,20,1824,brian|cox|debat|professor|receipt|watch|prof|bro|contrib|graph,318
468,24,20,1989,nasa|talk|data|ignor|manip|deal|hey|corr|risk|good,165
469,24,20,2176,#qanda|mention|bro|give|absol|econom|labor|dozen|agenda|balanc,187
470,24,20,2327,explain|physicist|view|thank|skeptic|respons|grim|latest|nat|fight,151
471,24,20,2541,real|#csiro|greg|intern|action|govern|brain|bank|scam|mine,214
472,24,20,2691,new|save|home|rarest|toois|myth|happen|give|ref|blame,150
473,24,20,3088,world|now|effect|show|hottest|month|live|call|conspiraci|record,397
474,24,20,3152,deni|listen|tweet|sorri|explod|head|point|#icymi|#scienceweek|conf,64
475,24,20,3502,one|nation|senat|contin|exist|british|agre|rais|discredit|angri,350
476,24,20,4101,peopl|need|make|war|year|act|coal|lock|job|water,599
477,24,20,4219,scienc|beat|#qanda|feed|answer|refer|model|#scienc|arg|predict,118
478,24,20,4358,robe|malcolm|#climatechangeisr|introd|senat|right|comedi|#middleeast|head|prove,139
479,24,20,4616,scientist|believ|consens|fear|melt|diseas|news|permafrost|research|antarct,258
480,24,20,4999,malcolm|robe|danger|sto|fact|steven|pretend|mislead|attit|scientif,383
481,25,20,228,impact|stop|sydney|thing|power|citi|herald|ban|glen|#thescienceofst,228
482,25,20,425,ind|earlier|revol|#ipcc|realis|#methodolog|#chang|earli|children|sta,197
483,25,20,724,time|rise|sea|believ|#scienc|record|level|#capit|hot|#ideolog,299
484,25,20,1052,action|comm|save|adapt|act|risk|million|home|job|fact,328
485,25,20,1231,real|fail|law|jeopardis|minist|threat|theori|read|scientif|love,179
486,25,20,1553,#renew|coal|denial|invest|month|face|challeng|attack|talk|mine,322
487,25,20,1794,need|happen|sta|man|kid|top|ocean|long|protect|fossil,241
488,25,20,2082,ice|arctic|#coal|malcolm|melt|fast|greenland|robe|#environ|meet,288
489,25,20,2277,one|blame|carbon|compani|acco|tilt|#iag|respons|angl|california,195
490,25,20,2653,scientist|world|plan|target|warn|extrem|lead|blown|eah|#climatechangeisr,376
491,25,20,2872,coffe|threaten|thank|latest|denier|reef|prod|cost|live|kill,219
492,25,20,3061,scienc|stori|pretti|sceptic|today|big|fair|shark|bay|hamelin,189
493,25,20,3302,year|show|tho|began|flood|ago|map|realiti|two|previo,241
494,25,20,3587,energi|call|water|fight|war|greg|renew|prepar|next|nasa,285
495,25,20,3862,now|nation|ignor|end|park|deadli|solv|key|thaw|open,275
496,25,20,4124,peopl|address|poll|pay|right|attent|good|#essenti|effo|amo,262
497,25,20,4415,find|great|planet|tackl|research|affect|join|health|gro|barrier,291
498,25,20,4644,new|move|creat|longer|plant|normal|extend|defend|sanct|ningaloo,229
499,25,20,4843,make|differ|repo|oil|big|air|condition|poabl|jame|instit,199
500,25,20,4996,vote|villag|alaskan|reloc|effect|peter|#goodnessfestiv|#natsciwk|mawson|reel,153
501,26,20,292,china|ratifi|pari|agreement|#parisagr|deal|state|step|formal|agre,292
502,26,20,795,now|make|talk|right|act|year|news|great|eah|planet,503
503,26,20,1191,new|impact|peopl|emiss|need|one|trade|two|recommend|target,396
504,26,20,1413,repo|latest|sign|neglect|dot|special|delay|recip|join|critic,222
505,26,20,1815,world|address|stop|real|#scienc|work|#ipcc|ins|ignor|#fossilf,402
506,26,20,2193,time|govern|rise|need|sea|comm|nation|save|big|tackl,378
507,26,20,2427,find|repo|home|#fascin|#advanc|worst|#will|yield|#verypoor|#thedaili,234
508,26,20,2615,polit|level|stack|greg|liber|base|gambl|shill|trash|appoint,188
509,26,20,2747,effect|lead|commit|pai|action|direct|gen|mayor|impedi|wing,132
510,26,20,2911,carbon|back|map|#actonclim|blame|pro|research|compani|acco|tax,164
511,26,20,3007,david|karoli|clive|believ|hamilton|explain|prof|drop|object|kate,96
512,26,20,3069,respons|pay|attent|seven|wast|sole|gender|dish|agent|nativ,62
513,26,20,3311,coalit|board|polici|advic|war|danger|govt|debat|read|radic,242
514,26,20,3516,flood|scientist|beg|top|warn|greenho|#break|conseq|storm|damag,205
515,26,20,3696,split|releas|minor|call|commiss|key|join|contrib|repo|member,180
516,26,20,3867,action|worst|perform|rate|#phdchat|contact|shame|escap|poor|#onyo,171
517,26,20,4023,member|plan|dog|breakfast|dissent|moral|challeng|greater|kid|repair,156
518,26,20,4438,coffe|prod|#coal|frydenberg|lnp|josh|fight|deni|call|#coffe,415
519,26,20,4881,obama|show|energi|scienc|fossil|environ|threat|denier|clean|presid,443
520,26,20,4998,dissent|view|major|farmer|rob|#savearena|qld|readfearn|graham|manifestli,117
521,27,20,288,scienc|news|dissent|good|deni|compani|comm|meet|case|emiss,288
522,27,20,595,world|stop|act|heat|planet|respons|renew|war|save|impo,307
523,27,20,849,make|ocean|affect|prod|west|nsw|central|wine|danger|progress,254
524,27,20,1173,need|year|believ|eah|rise|million|gave|rate|price|swamp,324
525,27,20,1301,xkcd|chang|amaz|scroll|epic|time|comic|infograph|recent|trope,128
526,27,20,1547,one|nation|robe|malcolm|senat|#ipcc|evid|level|#methodolog|#capit,246
527,27,20,1779,scientist|weather|today|conseq|extrem|link|warn|faster|tomorrow|event,232
528,27,20,2039,peopl|chang|ind|increas|cost|timelin|readi|strip|disast|retweet,260
529,27,20,2228,move|concern|switch|half|rais|canberra|independ|#solar|#sealevel|#insid,189
530,27,20,2468,tackl|polici|back|pacif|itsi|bitsi|trace|island|lead|love,240
531,27,20,2781,repo|threat|sign|major|risk|latest|signific|address|effect|david,313
532,27,20,2934,comic|explain|form|book|right|claim|nat|lnp|corpor|oppos,153
533,27,20,3249,impact|show|temperat|#coal|#renew|ice|#fossilf|#qldpol|research|ratifi,315
534,27,20,3491,challeng|gro|big|live|polit|next|gener|idiot|give|moron,242
535,27,20,3782,call|energi|tilt|health|govt|split|iss|china|manag|read,291
536,27,20,3983,record|face|#scienc|hottest|inevit|spend|#qanda|month|lot|confirm,201
537,27,20,4282,new|flood|coal|find|doc|pledg|made|anno|andrew|typhoon,299
538,27,20,4563,action|fight|govern|plan|real|exxonmobil|kid|join|pay|stand,281
539,27,20,4792,now|power|talk|pai|terrifi|georg|threaten|liber|christensen|speci,229
540,27,20,4999,obama|time|great|trend|presid|foc|aicl|barack|wast|#wapol,207
541,28,20,167,believ|find|matter|treas|santa|cent|occ|arriv|ship|#anthropoceneepoch,167
542,28,20,510,warn|obama|#insid|polici|pari|#thedr|major|fail|agreement|deal,343
543,28,20,781,hoax|call|donald|deni|year|#debat|claim|clinton|perpetr|perpet,271
544,28,20,1141,scientist|need|tackl|#scienc|link|key|extrem|weather|join|faster,360
545,28,20,1305,great|barrier|reef|death|depress|ghostli|#ipcc|#methodolog|#capit|myth,164
546,28,20,1550,fight|carbon|#coal|emiss|price|#renew|#qldpol|#fossilf|american|sell,245
547,28,20,1906,real|ignor|govern|renew|challeng|tilt|energi|disc|stori|coal,356
548,28,20,2135,world|leader|lead|sol|#climateact|agre|conservationist|identifi|#biodivers|loss,229
549,28,20,2380,chang|peopl|talk|habitat|shrink|speci|kind|cent|clo|care,245
550,28,20,2621,risk|sec|ocean|explain|migrat|tak|island|atol|increas|pose,241
551,28,20,2905,scienc|robe|csiro|malcolm|meet|govt|debat|iss|open|evid,284
552,28,20,3154,time|research|address|eah|work|degre|save|data|news|track,249
553,28,20,3386,now|blame|threaten|stop|accept|happen|tweet|act|gener|activ,232
554,28,20,3709,show|level|rise|serio|day|denier|oil|ice|latest|adapt,323
555,28,20,3949,new|poll|action|pig|voter|sight|tro|iron|#vietnam|blood,240
556,28,20,4246,one|right|war|effect|live|idea|next|sign|#parisagr|respons,297
557,28,20,4510,action|record|repo|lie|leadership|feder|sea|skyrocket|media|rebo,264
558,28,20,4653,#debatenight|conspiraci|theori|power|invent|investig|exxonmobil|#thori|stage|acco,143
559,28,20,4823,make|chines|creat|concept|order|man|men|sexier|meant|beg,170
560,28,20,4999,nation|impact|polit|back|play|lib|knowledg|stood|aspir|emerg,176
561,29,20,189,iss|polit|big|war|minist|adapt|work|deal|denial|ssm,189
562,29,20,448,renew|attack|infrastr|effect|stop|sens|worsen|move|inq|switch,259
563,29,20,687,make|man|chines|creat|govt|arctic|ice|concept|level|plan,239
564,29,20,1048,storm|hit|preview|respons|perfect|nonsens|drive|transmiss|kind|bandt,361
565,29,20,1328,wind|show|year|#debatenight|rain|lose|shift|find|temperat|eah,280
566,29,20,1553,blame|senat|oppo|flood|fossil|abc|wait|sol|herald|attempt,225
567,29,20,1940,need|call|scientist|real|good|time|thing|wake|happen|hoax,387
568,29,20,2178,thank|challeng|donald|latest|mine|#coal|fight|bad|china|dismiss,238
569,29,20,2365,power|#adelaidestorm|sever|#renew|politician|problem|state|grid|destroy|back,187
570,29,20,2611,#sastorm|coz|tower|media|idiot|mainstream|#renew|cite|voic|impo,246
571,29,20,2773,confront|realiti|posit|spectac|congrat|farmer|bet|hey|#environ|brink,162
572,29,20,3283,new|farmer|world|action|malcolm|denier|impact|nation|robe|one,510
573,29,20,3513,deni|now|#renewableenergi|rwnj|dear|ceas|power|ascens|right|hat,230
574,29,20,3680,event|increas|#scienc|catastroph|predict|ignor|remedi|decarbonis|freq|risk,167
575,29,20,4012,energi|believ|peopl|fossil|talk|today|address|chang|join|debat,332
576,29,20,4146,coal|res|fire|direct|scrap|extrem|weather|day|civil|renew,134
