topic,batch,topicsperbatch,endbreak,keywords,vol
70,7,10,4998,need|georg|care|give|govt|real|gay|regret|impress|join,358
71,8,10,607,believ|peopl|ind|impact|rise|year|tilt|read|#scienc|affect,607
72,8,10,1043,#greatbarrierreef|reef|great|save|coral|barrier|bleach|david|attenboro|#coal,436
73,8,10,1481,lnp|scienc|#qanda|vote|need|admit|settl|decid|danger|accept,438
74,8,10,1997,scientist|fight|time|one|govern|make|job|creat|defenc|temperat,516
75,8,10,2363,labor|polici|anno|respons|elect|coalit|shoen|liber|posit|greg,366
76,8,10,2967,tackl|emiss|effect|stop|carbon|act|red|good|fossil|renew,604
77,8,10,3600,#eahday|world|threat|iss|big|green|serio|biggest|combat|tax,633
78,8,10,4085,action|real|plan|invest|find|gro|deliv|commit|econom|detail,485
79,8,10,4469,now|coal|fiona|lead|today|minist|talk|georg|nash|mine,384
80,8,10,4998,new|sign|pari|agreement|#parisagr|nation|leader|abbott|deal|inact,529
81,9,10,403,time|clean|energi|address|mine|serio|word|#coal|ineq|ignor,403
82,9,10,754,mention|scott|morrison|#cleanenergi|bother|congrat|scotti|beam|#storifi|fail,351
83,9,10,1143,bleach|great|reef|barrier|made|imposs|denier|environ|likeli|coral,389
84,9,10,1552,scientist|#greatbarrierreef|weather|warm|major|sign|clear|#qldpol|increas|top,409
85,9,10,2537,polici|labor|scare|campaign|one|water|fight|real|govt|tax,985
86,9,10,3069,new|ocean|threat|oxygen|sta|believ|malcolm|level|drop|investor,532
87,9,10,3262,respons|news|asyl|back|pathet|lenor|taylor|#market|#pr|seeker,193
88,9,10,3440,mention|total|speech|zero|grow|grand|night|rich|gap|#betterb,178
89,9,10,4042,action|world|govern|now|tackl|need|note|plan|save|#bleach,602
90,9,10,5000,peopl|face|fail|talk|make|big|polit|iss|ref|show,958
91,10,10,382,carbon|repo|recommend|price|back|mandatori|held|elect|excl|boom,382
92,10,10,879,action|real|#notinthet|address|invest|polici|creat|plan|effect|time,497
93,10,10,1552,mention|energi|#qanda|clean|bill|renew|job|now|big|ignor,673
94,10,10,1821,elect|women|labor|fair|belief|fight|stand|afford|pledg|left,269
95,10,10,2246,need|control|govern|ref|next|campaign|peopl|biggest|econom|act,425
96,10,10,2537,tackl|great|oper|barrier|govern|feat|fix|agenc|head|smirk,291
97,10,10,3161,new|minist|lnp|world|believ|govt|impact|pacif|sold|deni,624
98,10,10,3959,first|island|one|wildfir|rise|day|pai|move|claim|good,798
99,10,10,4538,coal|link|definit|greg|mine|arg|adani|environ|#adani|smoke,579
100,10,10,4997,talk|fire|#greatbarrierreef|reef|warn|canada|iss|made|coral|mcm,459
101,11,10,489,coal|power|now|station|#climateact|chang|emiss|red|happen|link,489
102,11,10,1004,island|rise|five|sea|pacif|real|lost|make|hit|solomon,515
103,11,10,1659,impact|scienc|time|one|first|carbon|csiro|tackl|great|read,655
104,11,10,2271,peopl|need|ignor|temperat|act|increas|spiral|destroy|amaz|amp,612
105,11,10,2848,#qanda|vote|polici|major|winner|poll|care|lnp|politician|feder,577
106,11,10,3261,action|peac|klein|naomi|prize|sydney|win|lack|criticis|give,413
107,11,10,3662,mention|good|recent|fight|malcolm|economi|thrive|left|open|civil,401
108,11,10,4406,new|world|govern|iss|scientist|effect|water|kid|point|alp,744
109,11,10,4599,answer|scott|morrison|transcript|research|enorm|nat|meas|decad|millennia,193
110,11,10,4998,pass|mileston|back|cape|grim|aptli|dither|close|bipaisanship|break,399
111,12,10,528,elect|greg|save|scientist|great|iss|reef|central|csiro|tim,528
112,12,10,890,new|big|coal|project|loan|reject|bank|environ|temperat|act,362
113,12,10,1548,talk|time|make|good|leader|believ|ref|first|fire|#climateact,658
114,12,10,2001,sta|year|barnabi|worri|joyc|face|minist|dep|prime|happen,453
115,12,10,2343,carbon|lnp|denier|next|wave|price|polit|proof|irref|electr,342
116,12,10,2829,peopl|world|risk|rise|citi|bank|crisi|migrat|affect|win,486
117,12,10,3362,impact|work|bad|tackl|pretti|vote|effect|today|research|day,533
118,12,10,3974,need|record|now|one|plan|energi|hottest|read|kill|#scienc,612
119,12,10,4614,action|polici|pai|scienc|glacier|real|point|tip|malcolm|give,640
120,12,10,4997,threat|sec|nation|richard|biggest|water|live|bigger|green|fail,383
121,13,10,165,govern|complet|intervent|scr|mention|wipe|led|coward|repo|georg,165
122,13,10,327,govt|repo|scr|intervent|parasit|ridden|ove|greed|#thedr|fear,162
123,13,10,584,scr|intervent|govern|repo|deinal|top|#notinmynam|environ|nice|govmnt,257
124,13,10,1095,#greatbarrierreef|censor|repo|#reefgat|press|admit|offici|scienc|soviet|gov,511
125,13,10,2450,impact|action|reef|great|barrier|new|real|renew|time|energi,1355
126,13,10,3104,#qanda|elect|deni|make|affect|#describethecoalit|massiv|fossil|water|cover,654
127,13,10,3614,need|major|malcolm|mitig|big|csiro|work|believ|scientist|job,510
128,13,10,4178,world|talk|iss|heritag|site|serio|risk|debat|voter|mention,564
129,13,10,4543,scr|intervent|repo|orwel|#qldpol|govern|shock|spread|streisand|worri,365
130,13,10,4999,remov|refer|effect|pai|exxon|stand|spot|warn|sharehold|weather,456
131,14,10,351,action|real|plan|job|agenda|secret|reveal|tape|stop|commit,351
132,14,10,677,cover|forest|fear|kakad|tasmania|#insid|watch|#mediafail|fail|ignor,326
133,14,10,1351,#leadersdeb|coal|red|address|stand|expo|leader|pari|wait|hope,674
134,14,10,1722,malcolm|now|happen|act|believ|abbott|bill|kill|implement|lect,371
135,14,10,2149,polit|talk|posit|marriag|good|contin|today|system|shoen|tax,427
136,14,10,2582,great|reef|barrier|iss|bleach|coral|#scienc|elev|expos|coal,433
137,14,10,3441,need|#greatbarrierreef|scientist|warn|make|slow|threat|show|threaten|conveyor,859
138,14,10,3918,repo|risk|dark|homeown|govern|censor|mention|scr|remov|bank,477
139,14,10,4476,polici|#thedr|labor|tackl|pai|liber|danger|hot|emiss|tweet,558
140,14,10,4998,world|scienc|#qanda|govt|csiro|prod|#coal|nsw|peopl|concern,522
141,15,10,610,world|real|chang|believ|scienc|serio|thing|happen|stori|biggest,610
142,15,10,912,island|tho|rememb|home|tire|small|initi|fellowship|deadlin|tom,302
143,15,10,1471,time|need|now|#sydneystorm|top|#eastcoastlow|sta|stop|folk|research,559
144,15,10,1939,plan|action|back|carbon|coast|east|sad|ironi|dissapear|marker,468
145,15,10,2754,make|weather|#qanda|iss|talk|event|elect|one|extrem|peopl,815
146,15,10,3446,sea|great|rise|level|#scienc|scientist|reef|risk|#climateact|barrier,692
147,15,10,4113,impact|coal|act|lead|new|vote|pai|lnp|good|deni,667
148,15,10,4269,malcolm|lose|hope|home|waterfront|swim|notic|blame|#abc|#climatechangeisr,156
149,15,10,4637,storm|save|sydney|role|wild|love|hot|air|eastern|friend,368
150,15,10,4999,#greatbarrierreef|polici|#lnp|barnabi|joyc|remind|minist|dep|prime|malcolm,362
151,16,10,559,action|need|elect|real|happen|voter|stori|ref|evid|care,559
152,16,10,987,reef|great|barrier|#gbr|stop|bill|save|back|advoc|tax,428
153,16,10,1718,scientist|flood|storm|one|home|believ|repo|rememb|tho|island,731
154,16,10,2054,#qanda|#climatefizza|agenda|thank|address|#thori|latest|tackl|disconnect|deal,336
155,16,10,2579,polici|peopl|news|work|pai|vote|poll|serio|live|now,525
156,16,10,2982,time|year|disast|warn|lnp|shoen|sta|act|malcolm|now,403
157,16,10,3613,plan|world|iss|sea|agre|fight|big|threat|event|polit,631
158,16,10,4164,impact|victoria|lead|denier|talk|nation|emiss|pledg|forget|weather,551
159,16,10,4565,coal|gro|biggest|dozen|compani|renew|good|energi|make|nat,401
160,16,10,4996,new|#greatbarrierreef|#coal|protect|scienc|open|#qldpol|ignor|advis|larger,431
161,17,10,294,scientist|emerg|record|show|warn|shatter|today|temperat|set|month,294
162,17,10,583,reef|great|barrier|made|coral|complain|billboard|disappoint|sass|bleach,289
163,17,10,984,mammal|wipe|speci|first|case|anthropogen|tip|endem|hawksbil|drown,401
164,17,10,1664,elect|vote|need|coal|biggest|#coal|lnp|gro|tackl|coalit,680
165,17,10,2191,action|real|flood|demand|now|farmer|carbon|stop|farm|fight,527
166,17,10,2946,pai|polici|plan|#leadersdeb|labor|make|talk|lead|malcolm|nation,755
167,17,10,3232,extinct|first|rodent|mammal|play|declar|brambl|tilt|cay|claim,286
168,17,10,3900,new|peopl|one|world|care|kill|read|govt|weather|#greatbarrierreef,668
169,17,10,4500,iss|impact|year|environ|#environ|ref|impo|chang|#scienc|rise,600
170,17,10,4998,#qanda|time|serio|good|fossil|marriag|fail|hear|mankind|#thori,498
171,18,10,249,hewson|disgrac|nation|coalit|john|acc|#sackh|#fib|recognis|#taxcarbon,249
172,18,10,349,coalit|thank|latest|top|#lnpfail|happen|john|voter|bet|celebr,100
173,18,10,876,marriag|inact|tackl|threat|#reasonsnottovoteliber|right|big|deal|consist|klein,527
174,18,10,2122,malcolm|vote|new|pai|elect|polici|labor|scientist|believ|coal,1246
175,18,10,2471,iss|#climatefizza|liber|ralli|john|leader|bay|hewson|impo|domin,349
176,18,10,2610,nation|acc|disgrac|hewson|john|coalit|complain|billboard|obama|#coalit,139
177,18,10,2746,acc|john|coalit|disgrac|hewson|nation|malcom|govern|listen|tear,136
178,18,10,3716,peopl|need|now|act|great|extinct|impact|health|coral|reef,970
179,18,10,4208,one|time|mention|thing|good|word|plan|chang|news|environ,492
180,18,10,4998,action|call|poll|strong|find|level|real|highest|promin|choic,790
181,19,10,299,new|nation|leader|malcolm|denial|senat|bodi|robe|qld|galileo,299
182,19,10,607,mention|one|nbn|press|#farm|entail|#npc|galleri|oblig|wreck,308
183,19,10,1009,pai|tackl|serio|plan|#lnp|#green|#greatbarrierreef|#labor|major|#msm,402
184,19,10,1905,peopl|thank|make|contin|thing|effect|time|act|head|need,896
185,19,10,2487,action|real|stand|ref|activist|battl|win|salt|choic|sell,582
186,19,10,2984,hanson|emiss|ignor|comm|impact|hewson|john|coalit|danger|target,497
187,19,10,3341,leadership|lack|red|hot|tragic|cold|scientist|#climateact|lost|late,357
188,19,10,3714,stop|threat|great|tilt|eah|stori|inact|fix|reef|save,373
189,19,10,4470,polici|elect|iss|renew|big|#qanda|talk|bank|deal|creat,756
190,19,10,5000,vote|labor|posit|switch|green|voter|believ|world|man|ssm,530
191,20,10,481,big|iss|tackl|#webofdeni|thing|serio|interest|left|clo|admit,481
192,20,10,854,forest|scientist|heatwav|kelp|blame|destroy|marin|ocean|evid|western,373
193,20,10,1710,make|year|peopl|one|fight|deal|stop|threat|good|chang,856
194,20,10,2191,polici|elect|vote|act|labor|creat|deni|#renew|nation|women,481
195,20,10,2562,time|record|thank|latest|hot|ice|#actonclim|hottest|sea|straight,371
196,20,10,3230,rise|effect|kill|warn|risk|citi|meet|disc|ind|carbon,668
197,20,10,3638,need|real|long|#climateact|live|lake|bolivia|tree|claim|two,408
198,20,10,4190,new|great|energi|scienc|denier|renew|victoria|race|wale|tilt,552
199,20,10,4587,mangrov|death|now|massiv|die|link|nohern|worst|mass|eah,397
200,20,10,4997,world|action|believ|impact|fish|qld|former|shop|chip|hanson,410
201,21,10,339,canavan|impact|matthew|act|read|matt|tilt|angl|vote|#iag,339
202,21,10,577,theresa|depa|kill|first|elimin|axe|abolish|plain|move|worri,238
203,21,10,1122,need|health|threat|#qanda|debat|blame|prod|risk|price|electr,545
204,21,10,1626,real|scienc|#thedr|believ|chang|today|talk|politician|stori|claim,504
205,21,10,2245,one|fossil|stop|polici|ice|carbon|fight|pander|show|sea,619
206,21,10,2902,action|record|coal|effect|great|temperat|good|reef|day|thing,657
207,21,10,3462,time|make|deni|hot|thank|work|major|contin|latest|find,560
208,21,10,4176,world|now|peopl|trillion|cost|#environ|right|nation|big|affect,714
209,21,10,4602,energi|govern|environ|denier|govt|care|planet|plan|renew|close,426
210,21,10,5000,new|minist|reso|appoint|meet|beyond|iraq|set|convinc|verifi,398
211,22,10,497,scienc|csiro|anthrax|job|arctic|foc|#csiro|trigger|work|minist,497
212,22,10,965,#qanda|coal|deni|fight|ind|stop|elect|former|pai|member,468
213,22,10,1440,scientist|peopl|state|made|scientif|right|research|basic|big|save,475
214,22,10,2054,make|risk|year|action|increas|talk|health|effect|today|data,614
215,22,10,2512,new|believ|real|polici|tilt|adapt|read|jame|stori|nat,458
216,22,10,3099,world|impact|eah|predict|ocean|repo|red|water|acc|find,587
217,22,10,3754,time|govern|chang|carbon|#renew|iss|#coal|energi|impo|act,655
218,22,10,3956,record|play|environment|shatter|hit|role|#heatwav|clo|amidst|temperat,202
219,22,10,4421,one|nation|malcolm|robe|senat|evid|lie|vow|empir|halt,465
220,22,10,4998,now|great|denier|need|latest|thank|news|worri|planet|blame,577
221,23,10,414,malcolm|robe|denial|fact|call|wast|cold|man|proof|greenland,414
222,23,10,623,ref|kid|leav|bar|rot|pariah|nation|threaten|collect|scari,209
223,23,10,1167,#openingceremoni|make|rio|lect|statement|brazil|disc|messag|front|#olymp,544
224,23,10,1489,one|senat|nation|proof|send|ridic|lie|vow|halt|former,322
225,23,10,2101,scienc|now|great|year|predict|thank|chang|hit|csiro|big,612
226,23,10,2699,new|comm|peopl|impact|olymp|repo|farmer|health|eah|show,598
227,23,10,3441,world|scientist|open|ceremoni|need|talk|first|warn|adapt|govern,742
228,23,10,4202,denier|polit|conspiraci|action|threat|#malcolmrobe|rise|real|carbon|sea,761
229,23,10,4772,time|good|record|stop|deni|play|serio|#scienc|act|ignor,570
230,23,10,4999,evid|demand|empir|mislead|robe|believ|malcolm|sceptic|#insid|#onen,227
231,24,10,371,evid|empir|data|#malcolmrobe|war|#onen|demand|search|conti|water,371
232,24,10,818,peopl|blown|target|effect|danger|danc|lnp|lock|environ|realiz,447
233,24,10,1521,scienc|world|record|now|debat|conspiraci|show|hottest|nasa|month,703
234,24,10,2143,malcolm|robe|deni|listen|tweet|head|contin|explod|exist|sorri,622
235,24,10,2936,denial|scientist|time|new|make|believ|face|act|bring|live,793
236,24,10,3195,robe|malcolm|view|sto|senat|skeptic|#climatechangeisr|right|physicist|introd,259
237,24,10,3965,#qanda|feed|ins|air|#scienc|minist|csiro|give|tonight|answer,770
238,24,10,4251,denier|need|respond|astrophysicist|twitter|bro|absol|flat|respons|slam,286
239,24,10,4590,great|#csiro|real|greg|#qanda|#natsciwk|element|involv|affect|action,339
240,24,10,4999,one|nation|cox|brian|explain|senat|receipt|professor|watch|bro,409
241,25,10,271,make|differ|repo|month|children|hottest|coastal|propei|decis|#dataviz,271
242,25,10,723,vote|action|villag|real|reloc|alaskan|effect|rise|call|stori,452
243,25,10,1242,scientist|year|ind|time|sta|show|tho|earlier|revol|began,519
244,25,10,1799,ice|impact|address|arctic|poll|one|coffe|right|ignor|melt,557
245,25,10,2305,nation|water|energi|end|park|fight|#natsciwk|risk|cost|tilt,506
246,25,10,2922,scienc|happen|great|comm|tackl|malcolm|denial|denier|man|#scienc,617
247,25,10,3346,new|pay|fail|law|jeopardis|latest|thank|believ|creat|move,424
248,25,10,3961,need|world|plan|save|thing|adapt|greg|kid|good|eah,615
249,25,10,4385,target|stop|warn|extrem|sydney|lead|blown|lnp|prepar|power,424
250,25,10,4996,now|peopl|blame|find|carbon|compani|#coal|planet|#renew|flood,611
251,26,10,903,new|now|time|polit|denier|rise|sea|right|nation|act,903
252,26,10,1322,china|ratifi|pari|agreement|obama|#parisagr|deal|top|state|step,419
253,26,10,1593,repo|find|delay|special|hono|#phdchat|contact|phd|diddli|cca,271
254,26,10,2656,impact|make|govern|peopl|real|talk|lnp|one|comm|moral,1063
255,26,10,3157,need|emiss|govt|polici|trade|carbon|debat|recommend|frydenberg|target,501
256,26,10,3539,latest|coffe|pai|effect|lead|commit|karoli|sign|david|clive,382
257,26,10,3764,dissent|member|plan|dog|breakfast|view|david|today|readfearn|graham,225
258,26,10,4290,board|advic|world|war|danger|coalit|show|address|#coal|stop,526
259,26,10,4597,split|flood|scientist|beg|releas|minor|call|commiss|join|key,307
260,26,10,4998,action|worst|perform|home|impedi|gen|wing|#actonclim|rate|megac,401
261,27,10,232,comic|xkcd|explain|form|book|#solar|epic|#insid|#sealevel|#csiro,232
262,27,10,712,tackl|threat|dissent|major|tilt|repo|gro|face|idiot|signific,480
263,27,10,1031,move|concern|switch|half|rais|canberra|#coal|independ|coal|address,319
264,27,10,1463,make|scientist|weather|ocean|believ|extrem|link|warn|faster|graham,432
265,27,10,1943,now|power|polici|challeng|today|conseq|back|news|good|bitsi,480
266,27,10,2670,action|one|nation|talk|great|call|robe|malcolm|sign|risk,727
267,27,10,3388,new|year|flood|eah|increas|hottest|threaten|find|iss|sea,718
268,27,10,3955,obama|world|temperat|trend|record|stop|act|affect|real|heat,567
269,27,10,4717,need|peopl|impact|show|pacif|fight|rise|live|island|red,762
270,27,10,4999,chang|time|amaz|scroll|xkcd|timelin|case|strip|histori|forecast,282
271,28,10,558,risk|real|habitat|shrink|tackl|speci|major|threaten|disc|join,558
272,28,10,1053,action|new|one|poll|day|skyrocket|tilt|#iag|angl|media,495
273,28,10,1519,nation|impact|polit|back|record|play|lib|knowledg|#scienc|stood,466
274,28,10,2068,world|scientist|fight|leader|lead|robe|csiro|malcolm|warn|eah,549
275,28,10,2640,chang|peopl|time|talk|repo|sec|right|govern|kind|adapt,572
276,28,10,3172,call|donald|deni|scienc|increas|denier|challeng|effect|claim|tweet,532
277,28,10,3522,make|creat|chines|concept|order|man|pari|ocean|comm|agreement,350
278,28,10,3944,believ|now|great|barrier|reef|death|find|depress|ghostli|happen,422
279,28,10,4366,show|#debatenight|level|rise|serio|#coal|govt|oil|energi|conspiraci,422
280,28,10,4999,need|hoax|carbon|year|stop|ignor|polici|emiss|#thedr|latest,633
281,29,10,372,first|job|tackl|protect|gov|minimis|wind|show|rain|lose,372
282,29,10,713,#sastorm|link|#renew|expe|fact|blacko|incl|sheet|media|idiot,341
283,29,10,1420,renew|energi|new|scientist|#scienc|year|time|impact|donald|attack,707
284,29,10,1960,weather|extrem|coal|res|event|renew|fire|direct|scrap|confront,540
285,29,10,2449,storm|coz|massiv|preview|hit|tower|transmiss|drop|perfect|drive,489
286,29,10,3102,now|believ|peopl|thing|good|#debatenight|big|repo|govt|green,653
287,29,10,3509,blame|polici|sol|danger|#sablacko|fossil|senat|sever|key|#defendrenew,407
288,29,10,3820,power|deni|#renewableenergi|rwnj|dear|ceas|hat|ascens|nonsens|destroy,311
289,29,10,4389,farmer|world|action|malcolm|denier|one|nation|posit|spectac|congrat,569
290,29,10,4997,need|make|call|real|man|effect|iss|chines|creat|happen,608
291,30,10,454,need|make|one|stop|sec|#coag|#actonclim|ind|move|concern,454
292,30,10,1017,call|peopl|time|talk|#coal|thing|dicaprio|interest|#lnp|clean,563
293,30,10,1357,#qanda|energi|storm|project|conserv|blame|welfar|wake|renew|fire,340
294,30,10,1991,scientist|fight|news|great|#wapol|#scienc|denial|#debat|live|fossil,634
295,30,10,2440,health|impact|risk|polici|mitig|real|threat|dark|medic|staff,449
296,30,10,2984,weather|believ|extrem|cost|scienc|farmer|event|renew|deni|drive,544
297,30,10,3551,new|nation|govern|now|#renew|plan|rise|emiss|carbon|disc,567
298,30,10,4146,power|act|action|effect|coal|denier|fail|#parisagr|govt|serio,595
299,30,10,4647,pari|world|agreement|ratifi|india|join|deal|electr|system|largest,501
300,30,10,4999,thank|year|planet|expe|latest|hottest|face|chang|ecochang|#eco,352
301,31,10,228,scienc|scientist|chief|explain|coral|bleach|declar|noh|ten|accident,228
302,31,10,794,new|world|first|big|warn|aicl|risk|act|approach|address,566
303,31,10,1099,scientist|chief|sciencesplain|video|enjoy|poltician|politician|str|clown|empir,305
304,31,10,1762,debat|great|thank|fail|singl|good|latest|reef|barrier|believ,663
305,31,10,2042,#lnp|govt|newspap|sink|headlin|shame|#coal|interest|flood|fact,280
306,31,10,2669,peopl|extrem|drive|povei|food|threat|energi|sec|share|right,627
307,31,10,2965,explain|robe|malcolm|finkel|alan|scienc|#solar|#nsw|calmli|find,296
308,31,10,3897,time|impact|face|back|#greatbarrierreef|talk|coal|tackl|health|real,932
309,31,10,4512,govern|need|carbon|action|year|stop|approv|#adani|realiti|bomb,615
310,31,10,4998,one|nation|#qldpol|#wapol|#scienc|leav|free|proof|#thedr|adapt,486
311,32,10,548,new|world|emiss|real|one|hit|era|repo|realiti|fall,548
312,32,10,1109,warn|coal|scientist|energi|news|renew|repo|now|address|top,561
313,32,10,1438,reef|great|alan|jone|barrier|hoax|threat|expe|criticis|site,329
314,32,10,1934,extrem|fire|chang|day|thank|latest|experienc|hotter|scienc|fight,496
315,32,10,2746,peopl|tackl|stop|time|year|sta|#coal|farmer|sol|challeng,812
316,32,10,3160,big|risk|act|research|#environ|talk|leader|left|read|moment,414
317,32,10,3623,watch|doc|need|financi|leonardo|dicaprio|next|fisher|flood|free,463
318,32,10,3866,director|ignor|face|compani|penalti|plan|china|critic|#actonclim|exit,243
319,32,10,4484,impact|#wapol|#qldpol|sea|save|pari|million|happen|creat|state,618
320,32,10,4999,#beforetheflood|nation|action|make|effect|right|fail|#stateoftheclim|share|winter,515
321,33,10,540,pari|#electionnight|agreement|make|now|homophob|proclaim|forc|deal|biggest,540
322,33,10,1126,time|nation|govern|record|year|break|contin|one|fight|temperat,586
323,33,10,1694,action|impact|real|state|plan|stop|total|happen|#insid|health,568
324,33,10,2165,believ|great|thank|intergener|stori|scientist|energi|reef|barrier|#qldpol,471
325,33,10,2449,left|moment|polit|#scienc|race|govt|risk|#actonclim|pathet|pariah,284
326,33,10,2958,world|right|finger|middl|ignor|rais|compani|director|marriag|risk,509
327,33,10,3424,robe|malcolm|csiro|vote|bom|peopl|evid|empir|remind|scientif,466
328,33,10,3769,wors|end|sta|talk|peopl|deni|first|press|confer|cost,345
329,33,10,4350,#qanda|ipa|call|denial|data|claim|tear|night|#ipa|bear,581
330,33,10,4998,new|need|watch|planet|senat|man|scienc|denier|#beforetheflood|doc,648
331,34,10,353,denier|bolt|sheridan|deni|polit|victori|fascin|contradict|excit|need,353
